Date,DJI
1985-08-09,1320.790039
1985-08-12,1314.290039
1985-08-13,1315.300049
1985-08-14,1316.97998
1985-08-15,1317.76001
1985-08-16,1312.719971
1985-08-19,1312.5
1985-08-20,1323.699951
1985-08-21,1329.530029
1985-08-22,1318.099976
1985-08-23,1318.319946
1985-08-26,1317.650024
1985-08-27,1322.469971
1985-08-28,1331.089966
1985-08-29,1335.130005
1985-08-30,1334.01001
1985-09-03,1329.189941
1985-09-04,1326.719971
1985-09-05,1325.829956
1985-09-06,1335.689941
1985-09-09,1339.27002
1985-09-10,1333.449951
1985-09-11,1319.439941
1985-09-12,1312.390015
1985-09-13,1307.680054
1985-09-16,1309.140015
1985-09-17,1298.160034
1985-09-18,1300.400024
1985-09-19,1306.790039
1985-09-20,1297.939941
1985-09-23,1316.310059
1985-09-24,1321.119995
1985-09-25,1312.050049
1985-09-26,1320.790039
1985-09-30,1328.630005
1985-10-01,1340.949951
1985-10-02,1333.670044
1985-10-03,1333.109985
1985-10-04,1328.73999
1985-10-07,1324.369995
1985-10-08,1325.48999
1985-10-09,1326.719971
1985-10-10,1328.069946
1985-10-11,1339.939941
1985-10-14,1354.72998
1985-10-15,1350.810059
1985-10-16,1368.5
1985-10-17,1369.290039
1985-10-18,1368.839966
1985-10-21,1364.140015
1985-10-22,1364.359985
1985-10-23,1367.160034
1985-10-24,1362.339966
1985-10-25,1356.52002
1985-10-28,1359.98999
1985-10-29,1368.72998
1985-10-30,1375.569946
1985-10-31,1374.310059
1985-11-01,1390.25
1985-11-04,1389.680054
1985-11-05,1396.670044
1985-11-06,1403.439941
1985-11-07,1399.540039
1985-11-08,1404.359985
1985-11-11,1431.880005
1985-11-12,1433.599976
1985-11-13,1427.75
1985-11-14,1439.219971
1985-11-15,1435.089966
1985-11-18,1440.02002
1985-11-19,1438.98999
1985-11-20,1439.219971
1985-11-21,1462.27002
1985-11-22,1464.329956
1985-11-25,1456.650024
1985-11-26,1456.77002
1985-11-27,1475.689941
1985-11-29,1472.130005
1985-12-02,1457.910034
1985-12-03,1459.060059
1985-12-04,1484.400024
1985-12-05,1482.910034
1985-12-06,1477.180054
1985-12-09,1497.02002
1985-12-10,1499.199951
1985-12-11,1511.699951
1985-12-12,1511.23999
1985-12-13,1535.209961
1985-12-16,1553.099976
1985-12-17,1544.5
1985-12-18,1542.430054
1985-12-19,1543.920044
1985-12-20,1543
1985-12-23,1528.780029
1985-12-24,1519.150024
1985-12-26,1526.48999
1985-12-27,1543
1985-12-30,1550.459961
1985-12-31,1546.670044
1986-01-02,1537.72998
1986-01-03,1549.199951
1986-01-06,1547.589966
1986-01-07,1565.709961
1986-01-08,1526.609985
1986-01-09,1518.22998
1986-01-10,1513.530029
1986-01-13,1520.530029
1986-01-14,1519.040039
1986-01-15,1527.290039
1986-01-16,1541.630005
1986-01-17,1536.699951
1986-01-20,1529.130005
1986-01-21,1514.449951
1986-01-22,1502.290039
1986-01-23,1511.23999
1986-01-24,1529.930054
1986-01-27,1537.609985
1986-01-28,1556.420044
1986-01-29,1558.939941
1986-01-30,1552.180054
1986-01-31,1570.98999
1986-02-03,1594.27002
1986-02-04,1593.22998
1986-02-05,1593.119995
1986-02-06,1600.689941
1986-02-07,1613.420044
1986-02-10,1626.380005
1986-02-11,1622.819946
1986-02-12,1629.930054
1986-02-13,1645.069946
1986-02-14,1664.449951
1986-02-18,1678.780029
1986-02-19,1658.26001
1986-02-20,1672.819946
1986-02-21,1697.709961
1986-02-24,1698.280029
1986-02-25,1692.660034
1986-02-26,1696.900024
1986-02-27,1713.98999
1986-02-28,1709.060059
1986-03-03,1696.670044
1986-03-04,1686.420044
1986-03-05,1686.660034
1986-03-06,1696.599976
1986-03-07,1699.829956
1986-03-10,1702.949951
1986-03-11,1746.050049
1986-03-12,1745.449951
1986-03-13,1753.709961
1986-03-14,1792.73999
1986-03-17,1776.859985
1986-03-18,1789.869995
1986-03-19,1787.949951
1986-03-20,1804.23999
1986-03-21,1768.560059
1986-03-24,1782.930054
1986-03-25,1778.5
1986-03-26,1810.699951
1986-03-27,1821.719971
1986-03-31,1818.609985
1986-04-01,1790.109985
1986-04-02,1795.26001
1986-04-03,1766.400024
1986-04-04,1739.219971
1986-04-07,1735.51001
1986-04-08,1769.76001
1986-04-09,1778.619995
1986-04-10,1794.300049
1986-04-11,1790.180054
1986-04-14,1805.310059
1986-04-15,1809.650024
1986-04-16,1847.969971
1986-04-17,1855.030029
1986-04-18,1840.400024
1986-04-21,1855.900024
1986-04-22,1830.97998
1986-04-23,1829.609985
1986-04-24,1831.719971
1986-04-25,1835.569946
1986-04-28,1843.75
1986-04-29,1825.890015
1986-04-30,1783.97998
1986-05-01,1777.780029
1986-05-02,1774.680054
1986-05-05,1793.77002
1986-05-06,1787.949951
1986-05-07,1775.300049
1986-05-08,1786.209961
1986-05-09,1789.430054
1986-05-12,1787.329956
1986-05-13,1785.339966
1986-05-14,1808.280029
1986-05-15,1774.680054
1986-05-16,1759.800049
1986-05-19,1758.180054
1986-05-20,1783.97998
1986-05-21,1775.170044
1986-05-22,1806.300049
1986-05-23,1823.290039
1986-05-27,1853.030029
1986-05-28,1878.280029
1986-05-29,1882.349976
1986-05-30,1876.709961
1986-06-02,1861.949951
1986-06-03,1870.430054
1986-06-04,1863.290039
1986-06-05,1879.439941
1986-06-06,1885.900024
1986-06-09,1840.150024
1986-06-10,1837.189941
1986-06-11,1846.069946
1986-06-12,1838.130005
1986-06-13,1874.189941
1986-06-16,1871.77002
1986-06-17,1865.780029
1986-06-18,1868.939941
1986-06-19,1855.859985
1986-06-20,1879.540039
1986-06-23,1864.26001
1986-06-24,1875.550049
1986-06-25,1885.050049
1986-06-26,1880.199951
1986-06-27,1885.26001
1986-06-30,1892.719971
1986-07-01,1903.540039
1986-07-02,1909.030029
1986-07-03,1900.869995
1986-07-07,1838.859985
1986-07-08,1820.72998
1986-07-09,1826.069946
1986-07-10,1831.829956
1986-07-11,1821.430054
1986-07-14,1793.449951
1986-07-15,1768.699951
1986-07-16,1774.180054
1986-07-17,1781.780029
1986-07-18,1777.97998
1986-07-21,1779.109985
1986-07-22,1795.130005
1986-07-23,1798.369995
1986-07-24,1791.619995
1986-07-25,1810.040039
1986-07-28,1773.900024
1986-07-29,1766.869995
1986-07-30,1779.390015
1986-07-31,1775.310059
1986-08-01,1763.640015
1986-08-04,1769.969971
1986-08-05,1777
1986-08-06,1779.530029
1986-08-07,1786.280029
1986-08-08,1782.619995
1986-08-11,1811.160034
1986-08-12,1835.48999
1986-08-13,1844.48999
1986-08-14,1844.910034
1986-08-15,1855.599976
1986-08-18,1869.52002
1986-08-19,1862.910034
1986-08-20,1881.329956
1986-08-21,1881.189941
1986-08-22,1887.800049
1986-08-25,1871.77002
1986-08-26,1904.25
1986-08-27,1904.530029
1986-08-28,1900.170044
1986-08-29,1898.339966
1986-09-02,1870.359985
1986-09-03,1881.329956
1986-09-04,1919.709961
1986-09-05,1899.75
1986-09-08,1888.640015
1986-09-09,1884.140015
1986-09-10,1879.5
1986-09-11,1792.890015
1986-09-12,1758.719971
1986-09-15,1767.579956
1986-09-16,1778.540039
1986-09-17,1769.400024
1986-09-18,1774.180054
1986-09-19,1762.650024
1986-09-22,1793.449951
1986-09-23,1797.810059
1986-09-24,1803.290039
1986-09-25,1768.560059
1986-09-26,1769.689941
1986-09-29,1755.199951
1986-09-30,1767.579956
1986-10-01,1782.900024
1986-10-02,1781.209961
1986-10-03,1774.180054
1986-10-06,1784.449951
1986-10-07,1784.449951
1986-10-08,1803.849976
1986-10-09,1796.819946
1986-10-10,1793.170044
1986-10-13,1798.369995
1986-10-14,1800.199951
1986-10-15,1831.689941
1986-10-16,1836.189941
1986-10-17,1837.040039
1986-10-20,1811.02002
1986-10-21,1805.680054
1986-10-22,1808.349976
1986-10-23,1834.930054
1986-10-24,1832.359985
1986-10-27,1841.819946
1986-10-28,1845.469971
1986-10-29,1851.800049
1986-10-30,1878.369995
1986-10-31,1877.709961
1986-11-03,1894.26001
1986-11-04,1892.439941
1986-11-05,1899.040039
1986-11-06,1891.589966
1986-11-07,1886.530029
1986-11-10,1892.290039
1986-11-11,1895.949951
1986-11-12,1893.699951
1986-11-13,1862.199951
1986-11-14,1873.589966
1986-11-17,1860.52002
1986-11-18,1817.209961
1986-11-19,1826.630005
1986-11-20,1860.660034
1986-11-21,1893.560059
1986-11-24,1906.069946
1986-11-25,1912.119995
1986-11-26,1916.76001
1986-11-28,1914.22998
1986-12-01,1912.540039
1986-12-02,1955.569946
1986-12-03,1947.27002
1986-12-04,1939.680054
1986-12-05,1925.060059
1986-12-08,1930.26001
1986-12-09,1916.900024
1986-12-10,1932.930054
1986-12-11,1923.650024
1986-12-12,1912.26001
1986-12-15,1922.810059
1986-12-16,1936.160034
1986-12-17,1918.310059
1986-12-18,1912.819946
1986-12-19,1928.849976
1986-12-22,1926.180054
1986-12-23,1914.369995
1986-12-24,1926.880005
1986-12-26,1930.400024
1986-12-29,1912.119995
1986-12-30,1908.609985
1986-12-31,1895.949951
1987-01-02,1927.310059
1987-01-05,1971.319946
1987-01-06,1974.829956
1987-01-07,1993.949951
1987-01-08,2002.25
1987-01-09,2005.910034
1987-01-12,2009.420044
1987-01-13,2012.939941
1987-01-14,2035.01001
1987-01-15,2070.72998
1987-01-16,2076.629883
1987-01-19,2102.5
1987-01-20,2104.469971
1987-01-21,2094.070068
1987-01-22,2145.669922
1987-01-23,2101.52002
1987-01-26,2107.280029
1987-01-27,2150.449951
1987-01-28,2163.389893
1987-01-29,2160.01001
1987-01-30,2158.040039
1987-02-02,2179.419922
1987-02-03,2168.449951
1987-02-04,2191.22998
1987-02-05,2201.48999
1987-02-06,2186.870117
1987-02-09,2176.73999
1987-02-10,2158.040039
1987-02-11,2171.959961
1987-02-12,2165.780029
1987-02-13,2183.350098
1987-02-17,2237.48999
1987-02-18,2237.629883
1987-02-19,2244.090088
1987-02-20,2235.23999
1987-02-23,2216.540039
1987-02-24,2223.280029
1987-02-25,2226.23999
1987-02-26,2216.679932
1987-02-27,2223.98999
1987-03-02,2220.469971
1987-03-03,2226.52002
1987-03-04,2257.449951
1987-03-05,2276.429932
1987-03-06,2280.22998
1987-03-09,2260.120117
1987-03-10,2280.090088
1987-03-11,2268.97998
1987-03-12,2267.340088
1987-03-13,2258.659912
1987-03-16,2248.439941
1987-03-17,2284.800049
1987-03-18,2286.929932
1987-03-19,2299.570068
1987-03-20,2333.52002
1987-03-23,2363.780029
1987-03-24,2369.179932
1987-03-25,2363.48999
1987-03-26,2372.590088
1987-03-27,2335.800049
1987-03-30,2278.409912
1987-03-31,2304.689941
1987-04-01,2316.050049
1987-04-02,2320.449951
1987-04-03,2390.340088
1987-04-06,2405.540039
1987-04-07,2360.939941
1987-04-08,2372.159912
1987-04-09,2339.199951
1987-04-10,2338.780029
1987-04-13,2287.070068
1987-04-14,2252.97998
1987-04-15,2282.949951
1987-04-16,2275.98999
1987-04-20,2270.600098
1987-04-21,2337.070068
1987-04-22,2285.939941
1987-04-23,2280.969971
1987-04-24,2235.370117
1987-04-27,2230.540039
1987-04-28,2231.959961
1987-04-29,2254.26001
1987-04-30,2286.360107
1987-05-01,2280.399902
1987-05-04,2286.219971
1987-05-05,2338.070068
1987-05-06,2342.189941
1987-05-07,2334.659912
1987-05-08,2322.300049
1987-05-11,2307.300049
1987-05-12,2322.600098
1987-05-13,2329.679932
1987-05-14,2325.48999
1987-05-15,2272.52002
1987-05-18,2258.659912
1987-05-19,2221.280029
1987-05-20,2215.870117
1987-05-21,2225.77002
1987-05-22,2243.199951
1987-05-26,2297.939941
1987-05-27,2295.810059
1987-05-28,2310.679932
1987-05-29,2291.570068
1987-06-01,2288.22998
1987-06-02,2278.219971
1987-06-03,2320.689941
1987-06-04,2337.080078
1987-06-05,2326.149902
1987-06-08,2351.639893
1987-06-09,2352.699951
1987-06-10,2353.610107
1987-06-11,2360.129883
1987-06-12,2377.72998
1987-06-15,2391.540039
1987-06-16,2407.350098
1987-06-17,2407.350098
1987-06-18,2408.129883
1987-06-19,2420.850098
1987-06-22,2445.51001
1987-06-23,2439.72998
1987-06-24,2428.409912
1987-06-25,2451.050049
1987-06-26,2436.860107
1987-06-29,2446.909912
1987-06-30,2418.530029
1987-07-01,2409.76001
1987-07-02,2436.699951
1987-07-06,2429.530029
1987-07-07,2449.780029
1987-07-08,2463.969971
1987-07-09,2451.209961
1987-07-10,2455.98999
1987-07-13,2452.969971
1987-07-14,2481.350098
1987-07-15,2483.73999
1987-07-16,2496.969971
1987-07-17,2510.040039
1987-07-20,2487.820068
1987-07-21,2467.949951
1987-07-22,2470.179932
1987-07-23,2471.939941
1987-07-24,2485.330078
1987-07-27,2493.939941
1987-07-28,2519.77002
1987-07-29,2539.540039
1987-07-30,2567.439941
1987-07-31,2572.070068
1987-08-03,2557.080078
1987-08-04,2546.719971
1987-08-05,2566.649902
1987-08-06,2594.22998
1987-08-07,2592
1987-08-10,2635.840088
1987-08-11,2680.47998
1987-08-12,2669.320068
1987-08-13,2691.48999
1987-08-14,2685.429932
1987-08-17,2700.570068
1987-08-18,2654.659912
1987-08-19,2665.820068
1987-08-20,2706.790039
1987-08-21,2709.5
1987-08-24,2697.070068
1987-08-25,2722.419922
1987-08-26,2701.850098
1987-08-27,2675.060059
1987-08-28,2639.350098
1987-08-31,2662.949951
1987-09-01,2610.969971
1987-09-02,2602.040039
1987-09-03,2599.48999
1987-09-04,2561.379883
1987-09-08,2545.120117
1987-09-09,2549.27002
1987-09-10,2576.050049
1987-09-11,2608.73999
1987-09-14,2613.040039
1987-09-15,2566.580078
1987-09-16,2530.189941
1987-09-17,2527.899902
1987-09-18,2524.639893
1987-09-21,2492.820068
1987-09-22,2568.050049
1987-09-23,2585.669922
1987-09-24,2566.419922
1987-09-25,2570.169922
1987-09-28,2601.5
1987-09-29,2590.570068
1987-09-30,2596.280029
1987-10-01,2639.199951
1987-10-02,2640.98999
1987-10-05,2640.179932
1987-10-06,2548.629883
1987-10-07,2551.080078
1987-10-08,2516.639893
1987-10-09,2482.209961
1987-10-12,2471.439941
1987-10-13,2508.159912
1987-10-14,2412.699951
1987-10-15,2355.090088
1987-10-16,2246.72998
1987-10-19,1738.73999
1987-10-20,1841.01001
1987-10-21,2027.849976
1987-10-22,1950.430054
1987-10-23,1950.76001
1987-10-26,1793.930054
1987-10-27,1846.48999
1987-10-28,1846.819946
1987-10-29,1938.329956
1987-10-30,1993.530029
1987-11-02,2014.089966
1987-11-03,1963.530029
1987-11-04,1945.290039
1987-11-05,1985.410034
1987-11-06,1959.050049
1987-11-09,1900.199951
1987-11-10,1878.150024
1987-11-11,1899.199951
1987-11-12,1960.209961
1987-11-13,1935.01001
1987-11-16,1949.099976
1987-11-17,1922.25
1987-11-18,1939.160034
1987-11-19,1895.390015
1987-11-20,1913.630005
1987-11-23,1923.079956
1987-11-24,1963.530029
1987-11-25,1946.949951
1987-11-27,1910.47998
1987-11-30,1833.550049
1987-12-01,1842.339966
1987-12-02,1848.969971
1987-12-03,1776.530029
1987-12-04,1766.73999
1987-12-07,1812.170044
1987-12-08,1868.369995
1987-12-09,1902.52002
1987-12-10,1855.439941
1987-12-11,1867.040039
1987-12-14,1932.859985
1987-12-15,1941.47998
1987-12-16,1974.469971
1987-12-17,1924.400024
1987-12-18,1975.300049
1987-12-21,1990.380005
1987-12-22,1978.449951
1987-12-23,2005.640015
1987-12-24,1999.670044
1987-12-28,1942.969971
1987-12-29,1926.890015
1987-12-30,1950.099976
1987-12-31,1938.829956
1988-01-04,2015.25
1988-01-05,2031.5
1988-01-06,2037.800049
1988-01-07,2051.889893
1988-01-08,1911.310059
1988-01-11,1945.130005
1988-01-12,1928.550049
1988-01-13,1924.72998
1988-01-14,1916.109985
1988-01-15,1956.069946
1988-01-18,1963.859985
1988-01-19,1936.339966
1988-01-20,1879.140015
1988-01-21,1879.310059
1988-01-22,1903.51001
1988-01-25,1946.449951
1988-01-26,1920.589966
1988-01-27,1911.140015
1988-01-28,1930.040039
1988-01-29,1958.219971
1988-02-01,1944.630005
1988-02-02,1952.920044
1988-02-03,1924.569946
1988-02-04,1923.569946
1988-02-05,1910.47998
1988-02-08,1895.719971
1988-02-09,1914.459961
1988-02-10,1962.040039
1988-02-11,1961.540039
1988-02-12,1983.26001
1988-02-16,2005.969971
1988-02-17,2000.98999
1988-02-18,1986.410034
1988-02-19,2014.589966
1988-02-22,2040.290039
1988-02-23,2039.119995
1988-02-24,2039.949951
1988-02-25,2017.569946
1988-02-26,2023.209961
1988-02-29,2071.620117
1988-03-01,2070.469971
1988-03-02,2071.290039
1988-03-03,2063.48999
1988-03-04,2057.860107
1988-03-07,2056.370117
1988-03-08,2081.070068
1988-03-09,2074.27002
1988-03-10,2026.030029
1988-03-11,2034.97998
1988-03-14,2050.070068
1988-03-15,2047.410034
1988-03-16,2064.320068
1988-03-17,2086.040039
1988-03-18,2087.370117
1988-03-21,2067.139893
1988-03-22,2066.149902
1988-03-23,2067.639893
1988-03-24,2023.869995
1988-03-25,1978.949951
1988-03-28,1979.77002
1988-03-29,1998.339966
1988-03-30,1978.119995
1988-03-31,1988.060059
1988-04-04,1980.599976
1988-04-05,1997.51001
1988-04-06,2061.669922
1988-04-07,2062.169922
1988-04-08,2090.189941
1988-04-11,2095.98999
1988-04-12,2110.080078
1988-04-13,2107.100098
1988-04-14,2005.640015
1988-04-15,2013.930054
1988-04-18,2008.119995
1988-04-19,1999.5
1988-04-20,1985.410034
1988-04-21,1987.400024
1988-04-22,2015.089966
1988-04-25,2035.969971
1988-04-26,2044.76001
1988-04-27,2047.910034
1988-04-28,2041.280029
1988-04-29,2032.329956
1988-05-02,2043.27002
1988-05-03,2058.360107
1988-05-04,2036.310059
1988-05-05,2020.22998
1988-05-06,2007.459961
1988-05-09,1997.349976
1988-05-10,2003.640015
1988-05-11,1965.849976
1988-05-12,1968
1988-05-13,1990.550049
1988-05-16,2007.630005
1988-05-17,1986.410034
1988-05-18,1951.089966
1988-05-19,1958.719971
1988-05-20,1952.589966
1988-05-23,1941.47998
1988-05-24,1962.530029
1988-05-25,1961.369995
1988-05-26,1966.699951
1988-05-27,1956.439941
1988-05-31,2031.119995
1988-06-01,2064.01001
1988-06-02,2052.449951
1988-06-03,2071.310059
1988-06-06,2075.209961
1988-06-07,2054.590088
1988-06-08,2102.949951
1988-06-09,2093.350098
1988-06-10,2101.709961
1988-06-13,2099.399902
1988-06-14,2124.469971
1988-06-15,2131.399902
1988-06-16,2094.23999
1988-06-17,2104.02002
1988-06-20,2083.929932
1988-06-21,2109.169922
1988-06-22,2152.199951
1988-06-23,2148.290039
1988-06-24,2142.959961
1988-06-27,2108.459961
1988-06-28,2130.870117
1988-06-29,2121.97998
1988-06-30,2141.709961
1988-07-01,2131.580078
1988-07-05,2158.610107
1988-07-06,2130.159912
1988-07-07,2122.689941
1988-07-08,2106.149902
1988-07-11,2111.310059
1988-07-12,2092.639893
1988-07-13,2104.370117
1988-07-14,2113.620117
1988-07-15,2129.449951
1988-07-18,2117.889893
1988-07-19,2097.26001
1988-07-20,2110.600098
1988-07-21,2086.590088
1988-07-22,2060.98999
1988-07-25,2071.830078
1988-07-26,2073.969971
1988-07-27,2053.699951
1988-07-28,2082.330078
1988-07-29,2128.72998
1988-08-01,2130.51001
1988-08-02,2131.219971
1988-08-03,2134.070068
1988-08-04,2126.600098
1988-08-05,2119.129883
1988-08-08,2107.399902
1988-08-09,2079.129883
1988-08-10,2034.140015
1988-08-11,2039.300049
1988-08-12,2037.52002
1988-08-15,2004.27002
1988-08-16,2021.51001
1988-08-17,2025.959961
1988-08-18,2027.030029
1988-08-19,2016
1988-08-22,1990.219971
1988-08-23,1989.329956
1988-08-24,2026.670044
1988-08-25,2010.849976
1988-08-26,2017.430054
1988-08-29,2041.430054
1988-08-30,2038.22998
1988-08-31,2031.650024
1988-09-01,2002.310059
1988-09-02,2054.590088
1988-09-06,2065.26001
1988-09-07,2065.790039
1988-09-08,2063.120117
1988-09-09,2068.810059
1988-09-12,2072.370117
1988-09-13,2083.040039
1988-09-14,2100.639893
1988-09-15,2092.280029
1988-09-16,2098.149902
1988-09-19,2081.080078
1988-09-20,2087.47998
1988-09-21,2090.5
1988-09-22,2080.01001
1988-09-23,2090.679932
1988-09-26,2085.169922
1988-09-27,2082.330078
1988-09-28,2085.530029
1988-09-29,2119.310059
1988-09-30,2112.909912
1988-10-03,2105.26001
1988-10-04,2102.060059
1988-10-05,2106.51001
1988-10-06,2107.75
1988-10-07,2150.25
1988-10-10,2158.959961
1988-10-11,2156.469971
1988-10-12,2126.23999
1988-10-13,2133.360107
1988-10-14,2133.179932
1988-10-17,2140.469971
1988-10-18,2159.850098
1988-10-19,2137.27002
1988-10-20,2181.189941
1988-10-21,2183.5
1988-10-24,2170.340088
1988-10-25,2173.360107
1988-10-26,2165.179932
1988-10-27,2140.830078
1988-10-28,2149.889893
1988-10-31,2148.649902
1988-11-01,2150.959961
1988-11-02,2156.830078
1988-11-03,2170.340088
1988-11-04,2145.800049
1988-11-07,2124.639893
1988-11-08,2127.48999
1988-11-09,2118.23999
1988-11-10,2114.689941
1988-11-11,2067.030029
1988-11-14,2065.080078
1988-11-15,2077.169922
1988-11-16,2038.579956
1988-11-17,2052.449951
1988-11-18,2062.409912
1988-11-21,2065.969971
1988-11-22,2077.699951
1988-11-23,2092.280029
1988-11-25,2074.679932
1988-11-28,2081.439941
1988-11-29,2101.530029
1988-11-30,2114.51001
1988-12-01,2101.879883
1988-12-02,2092.280029
1988-12-05,2123.76001
1988-12-06,2149.360107
1988-12-07,2153.629883
1988-12-08,2141.709961
1988-12-09,2143.48999
1988-12-12,2139.580078
1988-12-13,2143.48999
1988-12-14,2134.25
1988-12-15,2133
1988-12-16,2150.709961
1988-12-19,2172.679932
1988-12-20,2166.070068
1988-12-21,2164.639893
1988-12-22,2160.360107
1988-12-23,2168.929932
1988-12-27,2162.679932
1988-12-28,2166.429932
1988-12-29,2182.679932
1988-12-30,2168.570068
1989-01-03,2144.639893
1989-01-04,2177.679932
1989-01-05,2190.540039
1989-01-06,2194.290039
1989-01-09,2199.459961
1989-01-10,2193.209961
1989-01-11,2206.429932
1989-01-12,2222.320068
1989-01-13,2226.070068
1989-01-16,2224.639893
1989-01-17,2214.639893
1989-01-18,2238.75
1989-01-19,2239.110107
1989-01-20,2235.360107
1989-01-23,2218.389893
1989-01-24,2256.429932
1989-01-25,2265.889893
1989-01-26,2291.070068
1989-01-27,2322.860107
1989-01-30,2324.110107
1989-01-31,2342.320068
1989-02-01,2338.209961
1989-02-02,2333.75
1989-02-03,2331.25
1989-02-06,2321.070068
1989-02-07,2347.139893
1989-02-08,2343.209961
1989-02-09,2323.040039
1989-02-10,2286.070068
1989-02-13,2282.5
1989-02-14,2281.25
1989-02-15,2303.929932
1989-02-16,2311.429932
1989-02-17,2324.820068
1989-02-21,2326.429932
1989-02-22,2283.929932
1989-02-23,2289.459961
1989-02-24,2245.540039
1989-02-27,2250.360107
1989-02-28,2258.389893
1989-03-01,2243.040039
1989-03-02,2265.709961
1989-03-03,2274.290039
1989-03-06,2294.820068
1989-03-07,2290.709961
1989-03-08,2295.540039
1989-03-09,2291.429932
1989-03-10,2282.139893
1989-03-13,2306.25
1989-03-14,2306.25
1989-03-15,2320.540039
1989-03-16,2340.709961
1989-03-17,2292.139893
1989-03-20,2262.5
1989-03-21,2266.25
1989-03-22,2263.209961
1989-03-23,2243.040039
1989-03-27,2257.860107
1989-03-28,2275.540039
1989-03-29,2281.52002
1989-03-30,2281.340088
1989-03-31,2293.620117
1989-04-03,2304.800049
1989-04-04,2298.199951
1989-04-05,2304.800049
1989-04-06,2291.969971
1989-04-07,2304.800049
1989-04-10,2301.870117
1989-04-11,2311.580078
1989-04-12,2319.649902
1989-04-13,2296
1989-04-14,2337.060059
1989-04-17,2337.790039
1989-04-18,2379.399902
1989-04-19,2386.909912
1989-04-20,2377.379883
1989-04-21,2409.459961
1989-04-24,2402.679932
1989-04-25,2386.850098
1989-04-26,2389.100098
1989-04-27,2418.98999
1989-04-28,2418.800049
1989-05-01,2414.959961
1989-05-02,2402.860107
1989-05-03,2393.699951
1989-05-04,2384.899902
1989-05-05,2381.959961
1989-05-08,2376.469971
