Ticker,Country,State,Name,Exchange,Currency,Sector,Industry,Market Cap.,Quote Type
BRE2.ST,Sweden,,Bredband2 i Skandinavien AB (publ),STO - Stockholm,SEK,Communication Services,Telecom Services,715022016.0,EQUITY
BREW,United States,OR,"Craft Brew Alliance, Inc.",NMS - NasdaqGS,USD,Consumer Defensive,Beverages - Brewers,273169056.0,EQUITY
BRFL.BO,India,,Bombay Rayon Fashions Limited,BSE - BSE,INR,Consumer Cyclical,Textile Manufacturing,2565206016.0,EQUITY
BRFL.NS,India,,Bombay Rayon Fashions Limited,NSI - NSE,INR,Consumer Cyclical,Textile Manufacturing,2568724992.0,EQUITY
BRFS,Brazil,SC,BRF S.A.,NYQ - NYSE,USD,Consumer Defensive,Packaged Foods,5445373440.0,EQUITY
BRFS3.SA,Brazil,SC,BRF S.A.,SAO - Sao Paolo,BRL,Consumer Defensive,Packaged Foods,21226643456.0,EQUITY
BRGE3.SA,Brazil,SP,Consórcio Alfa de Administração S.A.,SAO - Sao Paolo,BRL,Financial Services,Banks - Regional - Africa,324153920.0,EQUITY
BRILL.AS,Netherlands,,Koninklijke Brill NV,AMS - Amsterdam,EUR,Consumer Cyclical,Publishing,38613464.0,EQUITY
BRISA.IS,Turkey,,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S.,IST - Istanbul,TRY,Consumer Cyclical,Rubber & Plastics,1757473920.0,EQUITY
BRITANNIA.BO,India,,Britannia Industries Limited,BSE - BSE,INR,Consumer Defensive,Packaged Foods,696564318208.0,EQUITY
BRITANNIA.NS,India,,Britannia Industries Limited,NSI - NSE,INR,Consumer Defensive,Packaged Foods,696753979392.0,EQUITY
BRK-A,United States,NE,Berkshire Hathaway Inc.,NYQ - NYSE,USD,Financial Services,Insurance - Diversified,504234934272.0,EQUITY
BRK-B,United States,NE,Berkshire Hathaway Inc.,NYQ - NYSE,USD,Financial Services,Insurance - Diversified,506027114496.0,EQUITY
BRKM3.SA,Brazil,SP,Braskem S.A.,SAO - Sao Paolo,BRL,Basic Materials,Chemicals,26740736000.0,EQUITY
BRKM5.SA,Brazil,SP,Braskem S.A.,SAO - Sao Paolo,BRL,Basic Materials,Chemicals,26222872576.0,EQUITY
BRM.DE,United States,NY,Bristol-Myers Squibb Company,GER - XETRA,EUR,Healthcare,Drug Manufacturers - Major,67443822592.0,EQUITY
BRM.F,United States,NY,Bristol-Myers Squibb Company,FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Major,67434807296.0,EQUITY
BRT,United States,NY,BRT Apartments Corp.,NYQ - NYSE,USD,Real Estate,REIT - Residential,205910176.0,EQUITY
BRY,United States,TX,Berry Petroleum Corporation,NMS - NasdaqGS,USD,Energy,Oil & Gas E&P,845812160.0,EQUITY
BS6.SI,China,,Yangzijiang Shipbuilding (Holdings) Ltd.,SES - SES,SGD,Industrials,Aerospace & Defense,5524063744.0,EQUITY
BSL.AX,Australia,VIC,BlueScope Steel Limited,ASX - ASX,AUD,Basic Materials,Steel,5701918720.0,EQUITY
BSN.F,France,,Danone SA,FRA - Frankfurt,EUR,Consumer Defensive,Packaged Foods,46458155008.0,EQUITY
BSX,United States,MA,Boston Scientific Corporation,NYQ - NYSE,USD,Healthcare,Medical Devices,57406029824.0,EQUITY
BSX.F,United States,MA,Boston Scientific Corporation,FRA - Frankfurt,EUR,Healthcare,Medical Devices,51116204032.0,EQUITY
BT,United Kingdom,,BT Group plc,NYQ - NYSE,USD,Communication Services,Telecom Services,26363842560.0,EQUITY
BT-A.L,United Kingdom,,BT Group plc,LSE - LSE,GBp,Communication Services,Telecom Services,20411271168.0,EQUITY
BTBFX,,,Boston Trust Asset Management Fund,NAS - Nasdaq,USD,,,,MUTUALFUND
BTG.L,United Kingdom,,BTG plc,LSE - LSE,GBp,Healthcare,Biotechnology,3234497792.0,EQUITY
BTI,United Kingdom,,British American Tobacco p.l.c.,NYQ - NYSE,USD,Consumer Defensive,Tobacco,89745006592.0,EQUITY
BTL.F,United States,IL,Baxter International Inc.,FRA - Frankfurt,EUR,Healthcare,Medical Instruments & Supplies,35969474560.0,EQUITY
BTN,United States,NE,"Ballantyne Strong, Inc",ASE - NYSE American,USD,Consumer Cyclical,Leisure,43556400.0,EQUITY
BTO.TO,Canada,BC,B2Gold Corp.,TOR - Toronto,CAD,Basic Materials,Gold,3789779200.0,EQUITY
BTP.SI,Singapore,,Baker Technology Limited,SES - SES,SGD,Energy,Oil & Gas Equipment & Services,92309496.0,EQUITY
BTX,United States,CA,"BioTime, Inc.",ASE - NYSE American,USD,Healthcare,Biotechnology,149643008.0,EQUITY
BU3.F,United States,NY,Bunge Limited,FRA - Frankfurt,EUR,Consumer Defensive,Farm Products,7384618496.0,EQUITY
BUZ1.F,United Kingdom,,Bunzl plc,FRA - Frankfurt,EUR,Consumer Defensive,Food Distribution,8302790144.0,EQUITY
BVI.PA,France,,Bureau Veritas SA,PAR - Paris,EUR,Industrials,Business Services,9196556288.0,EQUITY
BVN,Peru,,Compañía de Minas Buenaventura S.A.A.,NYQ - NYSE,USD,Basic Materials,Industrial Metals & Minerals,4010454784.0,EQUITY
BVS.L,United Kingdom,,Bovis Homes Group PLC,LSE - LSE,GBp,Consumer Cyclical,Residential Construction,1362947712.0,EQUITY
BWA,United States,MI,BorgWarner Inc.,NYQ - NYSE,USD,Consumer Cyclical,Auto Parts,8242969088.0,EQUITY
BX7.F,Belgium,,Proximus PLC,FRA - Frankfurt,EUR,Communication Services,Telecom Services,8442619392.0,EQUITY
BXB.AX,Australia,NSW,Brambles Limited,ASX - ASX,AUD,Industrials,Business Services,20300785664.0,EQUITY
BXE.SI,Hong Kong,,CDW Holding Limited,SES - SES,SGD,Technology,Semiconductor Equipment & Materials,40903744.0,EQUITY
BXK.F,Colombia,,Bancolombia S.A.,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - Latin America,40105480192.0,EQUITY
BYD,United States,NV,Boyd Gaming Corporation,NYQ - NYSE,USD,Consumer Cyclical,Resorts & Casinos,2782218496.0,EQUITY
BYD-UN.TO,Canada,MB,Boyd Group Income Fund,TOR - Toronto,CAD,Consumer Cyclical,Personal Services,3373557504.0,EQUITY
BYG.F,France,,Bouygues SA,FRA - Frankfurt,EUR,Industrials,Engineering & Construction,11724368896.0,EQUITY
BZF1.F,United States,CA,"VMware, Inc.",FRA - Frankfurt,EUR,Technology,Software - Infrastructure,62901907456.0,EQUITY
C,United States,NY,Citigroup Inc.,NYQ - NYSE,USD,Financial Services,Banks - Global,151906156544.0,EQUITY
C.MX,United States,NY,Citigroup Inc.,MEX - Mexico,MXN,Financial Services,Banks - Global,2970189299712.0,EQUITY
C21.L,United Kingdom,,21st Century Technology plc,LSE - LSE,GBp,Technology,Electronics Distribution,2983670.0,EQUITY
C2L.F,China,,CRRC Corporation Limited,FRA - Frankfurt,EUR,Industrials,Railroads,23700373504.0,EQUITY
C38U.SI,Singapore,,CapitaLand Mall Trust,SES - SES,SGD,Real Estate,REIT - Retail,9405624320.0,EQUITY
C52.SI,Singapore,,ComfortDelGro Corporation Limited,SES - SES,SGD,Industrials,Railroads,5414850048.0,EQUITY
C61U.SI,Singapore,,CapitaLand Commercial Trust,SES - SES,SGD,Real Estate,REIT - Office,7537037824.0,EQUITY
C9F.F,United States,CA,"Chipotle Mexican Grill, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Restaurants,17629833216.0,EQUITY
CA.PA,France,,Carrefour SA,PAR - Paris,EUR,Consumer Defensive,Grocery Stores,13084960768.0,EQUITY
CA3.F,United States,TX,Comerica Incorporated,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - US,10084973568.0,EQUITY
CAB.L,United Kingdom,,Cabot Energy Plc,LSE - LSE,GBp,Energy,Oil & Gas E&P,2954061.0,EQUITY
CABK.MC,Spain,,"CaixaBank, S.A.",MCE - MCE,EUR,Financial Services,Banks - Regional - Europe,15637506048.0,EQUITY
CAC,United States,ME,Camden National Corporation,NMS - NasdaqGS,USD,Financial Services,Banks - Regional - US,660913984.0,EQUITY
CAC1.F,Japan,,"Casio Computer Co., Ltd.",FRA - Frankfurt,EUR,Technology,Consumer Electronics,2520480512.0,EQUITY
CAE,Canada,QC,CAE Inc.,NYQ - NYSE,USD,Industrials,Aerospace & Defense,6904034304.0,EQUITY
CAE.AX,Australia,QLD,Cannindah Resources Limited,ASX - ASX,AUD,Basic Materials,Copper,2174232.0,EQUITY
CAF.PA,France,,Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France,PAR - Paris,EUR,Financial Services,Banks - Regional - Europe,3037721856.0,EQUITY
CAFO.PA,France,,Centrale d'Achat Française pour l'Outre-Mer Société Anonyme,PAR - Paris,EUR,Consumer Cyclical,Specialty Retail,51526764.0,EQUITY
CAG,United States,IL,"Conagra Brands, Inc.",NYQ - NYSE,USD,Consumer Defensive,Packaged Foods,14397661184.0,EQUITY
CAH,United States,OH,"Cardinal Health, Inc.",NYQ - NYSE,USD,Healthcare,Medical Distribution,13069930496.0,EQUITY
CAJ,Japan,,Canon Inc.,NYQ - NYSE,USD,Industrials,Business Equipment,29668419584.0,EQUITY
CAL.F,United States,TX,Camden Property Trust,FRA - Frankfurt,EUR,Real Estate,REIT - Residential,9198980096.0,EQUITY
CAML.L,United Kingdom,,Central Asia Metals plc,LSE - LSE,GBp,Basic Materials,Copper,368604608.0,EQUITY
CANFINHOME.BO,India,,Can Fin Homes Limited,BSE - BSE,INR,Financial Services,Specialty Finance,47123197952.0,EQUITY
CAO.F,United States,IL,"Conagra Brands, Inc.",FRA - Frankfurt,EUR,Consumer Defensive,Packaged Foods,13237747712.0,EQUITY
CAP.PA,France,,Capgemini SE,PAR - Paris,EUR,Technology,Information Technology Services,16413476864.0,EQUITY
CAPEX,,,Eaton Vance Tax-Managed Growth 1.0 Fund,NAS - Nasdaq,USD,,,,MUTUALFUND
CAPRIHANS.BO,India,,Caprihans India Limited,BSE - BSE,INR,Consumer Cyclical,Rubber & Plastics,737474112.0,EQUITY
CAR-UN.TO,Canada,ON,Canadian Apartment Properties Real Estate Investment Trust,TOR - Toronto,CAD,Real Estate,REIT - Residential,7916207104.0,EQUITY
CARL-A.CO,Denmark,,Carlsberg A/S,CPH - Copenhagen,DKK,Consumer Defensive,Beverages - Brewers,133431844864.0,EQUITY
CARL-B.CO,Denmark,,Carlsberg A/S,CPH - Copenhagen,DKK,Consumer Defensive,Beverages - Brewers,134346711040.0,EQUITY
CASP.L,United Kingdom,,Caspian Sunrise plc,LSE - LSE,GBp,Energy,Oil & Gas E&P,209797936.0,EQUITY
CAT,United States,IL,Caterpillar Inc.,NYQ - NYSE,USD,Industrials,Farm & Construction Equipment,71175684096.0,EQUITY
CAT.MX,United States,IL,Caterpillar Inc.,MEX - Mexico,MXN,Industrials,Farm & Construction Equipment,1424482500608.0,EQUITY
CAT.SW,United States,IL,Caterpillar Inc.,EBS - Swiss,CHF,Industrials,Farm & Construction Equipment,0.0,EQUITY
CAT1.F,United States,IL,Caterpillar Inc.,FRA - Frankfurt,EUR,Industrials,Farm & Construction Equipment,63428009984.0,EQUITY
CATR.PA,United States,IL,Caterpillar Inc.,PAR - Paris,EUR,Industrials,Farm & Construction Equipment,63360356352.0,EQUITY
CATY,United States,CA,Cathay General Bancorp,NMS - NasdaqGS,USD,Financial Services,Banks - Regional - US,2780537856.0,EQUITY
CAY.L,United Kingdom,,Charles Stanley Group plc,LSE - LSE,GBp,Financial Services,Capital Markets,150729280.0,EQUITY
CB,Switzerland,,Chubb Limited,NYQ - NYSE,USD,Financial Services,Insurance - Property & Casualty,68424245248.0,EQUITY
CBA.AX,Australia,NSW,Commonwealth Bank of Australia,ASX - ASX,AUD,Financial Services,Banks - Global,141445595136.0,EQUITY
CBA.F,Hong Kong,,Brilliance China Automotive Holdings Limited,FRA - Frankfurt,EUR,Consumer Cyclical,Auto Manufacturers,4653680640.0,EQUITY
CBB,United States,OH,Cincinnati Bell Inc.,NYQ - NYSE,USD,Communication Services,Telecom Services,314291936.0,EQUITY
CBG.L,United Kingdom,,Close Brothers Group plc,LSE - LSE,GBp,Financial Services,Asset Management,2115457536.0,EQUITY
CBGA.F,Denmark,,Carlsberg A/S,FRA - Frankfurt,EUR,Consumer Defensive,Beverages - Brewers,17750368256.0,EQUITY
CBGB.F,Denmark,,Carlsberg A/S,FRA - Frankfurt,EUR,Consumer Defensive,Beverages - Brewers,17627826176.0,EQUITY
CBHD.F,Denmark,,Coloplast A/S,FRA - Frankfurt,EUR,Healthcare,Medical Instruments & Supplies,21113862144.0,EQUITY
CBK.DE,Germany,,Commerzbank AG,GER - XETRA,EUR,Financial Services,Banks - Regional - Europe,7865883136.0,EQUITY
CBK.F,Germany,,Commerzbank AG,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - Europe,7866073088.0,EQUITY
CBRE,United States,CA,"CBRE Group, Inc.",NYQ - NYSE,USD,Real Estate,Real Estate Services,16211219456.0,EQUITY
CBRL,United States,TN,"Cracker Barrel Old Country Store, Inc.",NMS - NasdaqGS,USD,Consumer Cyclical,Restaurants,3934385408.0,EQUITY
CBS,United States,NY,CBS Corporation,NYQ - NYSE,USD,Consumer Cyclical,Media - Diversified,18140407808.0,EQUITY
CBSH,United States,MO,"Commerce Bancshares, Inc.",NMS - NasdaqGS,USD,Financial Services,Banks - Regional - US,6510026240.0,EQUITY
CBSKX,,,AB Global Risk Allocation Fund Class K,NAS - Nasdaq,USD,,,,MUTUALFUND
CBSM.PA,France,,Société Centrale des Bois et des Scieries de la Manche S.A.,PAR - Paris,EUR,Real Estate,REIT - Diversified,84131016.0,EQUITY
CBSRX,,,AB Global Risk Allocation Fund Class R,NAS - Nasdaq,USD,,,,MUTUALFUND
CBSTX,,,Columbia Mid Cap Growth Fund Class V,NAS - Nasdaq,USD,,,,MUTUALFUND
CBSYX,,,AB Global Risk Allocation Fund Class Adv,NAS - Nasdaq,USD,,,,MUTUALFUND
CBT,United States,MA,Cabot Corporation,NYQ - NYSE,USD,Basic Materials,Specialty Chemicals,2631014912.0,EQUITY
CC5.F,United States,NC,"Coca-Cola Consolidated, Inc.",FRA - Frankfurt,EUR,Consumer Defensive,Beverages - Soft Drinks,1967374336.0,EQUITY
CCB,United States,WA,Coastal Financial Corporation,NMS - NasdaqGS,USD,Financial Services,Banks - Regional - US,192048608.0,EQUITY
CCCL.BO,India,,Consolidated Construction Consortium Limited,BSE - BSE,INR,Industrials,Engineering & Construction,577840960.0,EQUITY
CCI,United States,TX,Crown Castle International Corp. (REIT),NYQ - NYSE,USD,Real Estate,REIT - Diversified,56216498176.0,EQUITY
CCJ,Canada,SK,Cameco Corporation,NYQ - NYSE,USD,Basic Materials,Industrial Metals & Minerals,4092595200.0,EQUITY
CCJ.F,United States,OH,Cincinnati Financial Corporation,FRA - Frankfurt,EUR,Financial Services,Insurance - Property & Casualty,14665294848.0,EQUITY
CCK,United States,PA,"Crown Holdings, Inc.",NYQ - NYSE,USD,Consumer Cyclical,Packaging & Containers,7935123968.0,EQUITY
CCL,United States,FL,Carnival Corporation,NYQ - NYSE,USD,Consumer Cyclical,Leisure,36076306432.0,EQUITY
CCL.BO,India,,CCL Products (India) Limited,BSE - BSE,INR,Consumer Defensive,Packaged Foods,34780172288.0,EQUITY
CCL.L,United Kingdom,,Carnival plc,LSE - LSE,GBp,Consumer Cyclical,Leisure,27129790464.0,EQUITY
CCL.NS,India,,CCL Products (India) Limited,NSI - NSE,INR,Consumer Defensive,Packaged Foods,34438098944.0,EQUITY
CCMP,United States,IL,Cabot Microelectronics Corporation,NMS - NasdaqGS,USD,Technology,Semiconductors,3057111808.0,EQUITY
CCO.TO,Canada,SK,Cameco Corporation,TOR - Toronto,CAD,Basic Materials,Industrial Metals & Minerals,5402642944.0,EQUITY
CCOR-B.ST,Sweden,,Concordia Maritime AB (publ),STO - Stockholm,SEK,Industrials,Shipping & Ports,520254816.0,EQUITY
CCR.L,Ireland,,C&C Group plc,LSE - LSE,EUR,Consumer Defensive,Beverages - Brewers,1171334784.0,EQUITY
CCRN,United States,FL,"Cross Country Healthcare, Inc.",NMS - NasdaqGS,USD,Industrials,Staffing & Outsourcing Services,271407616.0,EQUITY
CCRSX,,,Credit Suisse Trust Commodity Return Strategy Portfolio,NAS - Nasdaq,USD,,,,MUTUALFUND
CDE,United States,IL,"Coeur Mining, Inc.",NYQ - NYSE,USD,Basic Materials,Gold,666565248.0,EQUITY
CDI.PA,France,,Christian Dior SE,PAR - Paris,EUR,Consumer Cyclical,Luxury Goods,80561471488.0,EQUITY
CDNS,United States,CA,"Cadence Design Systems, Inc.",NMS - NasdaqGS,USD,Technology,Software - Application,18427138048.0,EQUITY
CDV.TO,Australia,WA,Cardinal Resources Limited,TOR - Toronto,CAD,Basic Materials,Gold,119376072.0,EQUITY
CDXC,United States,CA,ChromaDex Corporation,NCM - NasdaqCM,USD,Healthcare,Biotechnology,227084176.0,EQUITY
CDZ.TO,,,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF Common Class,TOR - Toronto,CAD,,,,ETF
CE,United States,TX,Celanese Corporation,NYQ - NYSE,USD,Basic Materials,Chemicals,12803005440.0,EQUITY
CECO2.BA,Argentina,,Enel Generación Costanera S.A.,BUE - Buenos Aires,ARS,Utilities,Utilities - Regulated Electric,6107295232.0,EQUITY
CEE.SI,Singapore,,CITIC Envirotech Ltd.,SES - SES,SGD,Industrials,Pollution & Treatment Controls,812572672.0,EQUITY
CEL,Israel,,Cellcom Israel Ltd.,NYQ - NYSE,USD,Communication Services,Telecom Services,378318464.0,EQUITY
CEL.TA,Israel,,Cellcom Israel Ltd.,TLV - Tel Aviv,ILS,Communication Services,Telecom Services,1351371136.0,EQUITY
CELG,United States,NJ,Celgene Corporation,NMS - NasdaqGS,USD,Healthcare,Drug Manufacturers - Major,67733172224.0,EQUITY
CEMEXCPO.MX,Mexico,NL,"CEMEX, S.A.B. de C.V.",MEX - Mexico,MXN,Basic Materials,Building Materials,121389039616.0,EQUITY
CENB.F,United Kingdom,,Centrica plc,FRA - Frankfurt,EUR,Utilities,Utilities - Diversified,6373031424.0,EQUITY
CENCOSUD.SN,Chile,,Cencosud S.A.,SGO - Santiago,CLP,Consumer Cyclical,Department Stores,3664806674432.0,EQUITY
CENTRALBK.NS,India,,Central Bank of India,NSI - NSE,INR,Financial Services,Banks - Regional - Asia,100551155712.0,EQUITY
CEO,Hong Kong,,CNOOC Limited,NYQ - NYSE,USD,Energy,Oil & Gas E&P,16533298.0,EQUITY
CERN,United States,MO,Cerner Corporation,NMS - NasdaqGS,USD,Technology,Health Information Services,23671121920.0,EQUITY
CETV,Bermuda,,Central European Media Enterprises Ltd.,NMS - NasdaqGS,USD,Consumer Cyclical,Broadcasting - TV,1005521600.0,EQUITY
CEXA.F,Mexico,NL,"CEMEX, S.A.B. de C.V.",FRA - Frankfurt,EUR,Basic Materials,Building Materials,5637824000.0,EQUITY
CEXB.F,Mexico,NL,"CEMEX, S.A.B. de C.V.",FRA - Frankfurt,EUR,Basic Materials,Building Materials,5436493312.0,EQUITY
CEZ,,,VictoryShares Emerging Market Volatility Wtd ETF,NGM - NasdaqGM,USD,,,,ETF
CEZ.F,Czech Republic,,"CEZ, a. s.",FRA - Frankfurt,EUR,Utilities,Utilities - Regulated Electric,11244691456.0,EQUITY
CFE.AX,Australia,WA,Cape Lambert Resources Limited,ASX - ASX,AUD,Basic Materials,Industrial Metals & Minerals,10199300.0,EQUITY
CFYN.L,United Kingdom,,Caffyns plc,LSE - LSE,GBp,Consumer Cyclical,Auto & Truck Dealerships,11048639.0,EQUITY
CG3.F,United States,NJ,Celgene Corporation,FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Major,59781832704.0,EQUITY
CGA,China,,"China Green Agriculture, Inc.",NYQ - NYSE,USD,Basic Materials,Agricultural Inputs,23996432.0,EQUITY
CGCL.BO,India,,Capri Global Capital Limited,BSE - BSE,INR,Financial Services,Credit Services,31095220224.0,EQUITY
CGF.AX,Australia,NSW,Challenger Limited,ASX - ASX,AUD,Financial Services,Asset Management,4834259968.0,EQUITY
CGIAX,,,American Funds International Growth and Income Fund Class 529-A,NAS - Nasdaq,USD,,,,MUTUALFUND
CGIIX,,,Calamos Growth & Income Fund Institutional Class,NAS - Nasdaq,USD,,,,MUTUALFUND
CGM.F,France,,Capgemini SE,FRA - Frankfurt,EUR,Technology,Information Technology Services,16112866304.0,EQUITY
CGN.AX,Australia,WA,Crater Gold Mining Limited,ASX - ASX,AUD,Basic Materials,Gold,14730001.0,EQUITY
CGN.SI,Singapore,,Best World International Limited,SES - SES,SGD,Consumer Defensive,Household & Personal Products,739975936.0,EQUITY
CGNX,United States,MA,Cognex Corporation,NMS - NasdaqGS,USD,Technology,Scientific & Technical Instruments,7596477952.0,EQUITY
CGZ.F,United States,MA,Cognex Corporation,FRA - Frankfurt,EUR,Technology,Scientific & Technical Instruments,6777097216.0,EQUITY
CHA,Hong Kong,,China Telecom Corporation Limited,NYQ - NYSE,USD,Communication Services,Telecom Services,40935636992.0,EQUITY
CHC.AX,Australia,NSW,Charter Hall Group,ASX - ASX,AUD,Real Estate,REIT - Diversified,5095600128.0,EQUITY
CHCLX,,,AB Discovery Growth Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
CHD,United States,NJ,"Church & Dwight Co., Inc.",NYQ - NYSE,USD,Consumer Defensive,Household & Personal Products,19200159744.0,EQUITY
CHDN,United States,KY,Churchill Downs Incorporated,NMS - NasdaqGS,USD,Consumer Cyclical,Gambling,4446284800.0,EQUITY
CHH.L,United Kingdom,,Churchill China plc,LSE - LSE,GBp,Consumer Defensive,Household & Personal Products,164243696.0,EQUITY
CHKCX,,,Aquila Churchill Tax Free Fund of Kentucky Class C,NAS - Nasdaq,USD,,,,MUTUALFUND
CHKIX,,,Aquila Churchill Tax Free Fund of Kentucky Class I,NAS - Nasdaq,USD,,,,MUTUALFUND
CHKP,Israel,,Check Point Software Technologies Ltd.,NMS - NasdaqGS,USD,Technology,Software - Application,17049357312.0,EQUITY
CHKYX,,,Aquila Churchill Tax Free Fund of Kentucky Class Y,NAS - Nasdaq,USD,,,,MUTUALFUND
CHL,Hong Kong,,China Mobile Limited,NYQ - NYSE,USD,Communication Services,Telecom Services,184116674560.0,EQUITY
CHQ1.F,United States,TX,"Cheniere Energy, Inc.",FRA - Frankfurt,EUR,Energy,Oil & Gas Midstream,15731200000.0,EQUITY
CHR.SG,United States,KY,Churchill Downs Incorporated,STU - Stuttgart,EUR,Consumer Cyclical,Gambling,4021487104.0,EQUITY
CHT,Taiwan,,"Chunghwa Telecom Co., Ltd.",NYQ - NYSE,USD,Communication Services,Telecom Services,28626853888.0,EQUITY
CHTFX,,,Aquila Churchill Tax Free Fund of Kentucky Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
CHV.DE,United States,CA,Chevron Corporation,GER - XETRA,EUR,Energy,Oil & Gas Integrated,204907429888.0,EQUITY
CHV.F,United States,CA,Chevron Corporation,FRA - Frankfurt,EUR,Energy,Oil & Gas Integrated,204797214720.0,EQUITY
CI,United States,CT,Cigna Corporation,NYQ - NYSE,USD,Healthcare,Health Care Plans,59753250816.0,EQUITY
CIA,United States,TX,"Citizens, Inc.",NYQ - NYSE,USD,Financial Services,Insurance - Life,341570816.0,EQUITY
CIA.AX,Australia,NSW,Champion Iron Limited,ASX - ASX,AUD,Basic Materials,Industrial Metals & Minerals,1268666624.0,EQUITY
CIA.F,China,,China Eastern Airlines Corporation Limited,FRA - Frankfurt,EUR,Industrials,Airlines,10335118336.0,EQUITY
CIE.MC,Spain,,"CIE Automotive, S.A.",MCE - MCE,EUR,Consumer Cyclical,Auto Parts,2928300032.0,EQUITY
CIE.SW,Switzerland,,Compagnie Internationale pour la Communication,EBS - Swiss,CHF,Real Estate,Real Estate Services,1911000.0,EQUITY
CIEN,United States,MD,Ciena Corporation,NYQ - NYSE,USD,Technology,Communication Equipment,7053753856.0,EQUITY
CIM.AX,Australia,NSW,CIMIC Group Limited,ASX - ASX,AUD,Industrials,Engineering & Construction,14432545792.0,EQUITY
CIMBT.BK,Thailand,,CIMB Thai Bank Public Company Limited,SET - Thailand,THB,Financial Services,Banks - Regional - Asia,25072056320.0,EQUITY
CINE.L,United Kingdom,,Cineworld Group plc,LSE - LSE,GBp,Consumer Cyclical,Media - Diversified,4015697664.0,EQUITY
CINF,United States,OH,Cincinnati Financial Corporation,NMS - NasdaqGS,USD,Financial Services,Insurance - Property & Casualty,16753927168.0,EQUITY
CIP-H.V,Canada,BC,Canadian International Pharma Corp.,VAN - TSXV,CAD,Healthcare,Drug Manufacturers - Specialty & Generic,576795.0,EQUITY
CIPLA.BO,India,,Cipla Limited,BSE - BSE,INR,Healthcare,Drug Manufacturers - Major,442364198912.0,EQUITY
CIPLA.NS,India,,Cipla Limited,NSI - NSE,INR,Healthcare,Drug Manufacturers - Major,442755252224.0,EQUITY
CIS.F,United States,CA,"Cisco Systems, Inc.",FRA - Frankfurt,EUR,Technology,Communication Equipment,210971688960.0,EQUITY
CISGX,,,Touchstone Sands Capital Institutional Growth Fund,NAS - Nasdaq,USD,,,,MUTUALFUND
CIT.F,United States,OH,Cintas Corporation,FRA - Frankfurt,EUR,Industrials,Business Services,21889503232.0,EQUITY
CIZN,United States,MS,Citizens Holding Company,NGM - NasdaqGM,USD,Financial Services,Banks - Regional - US,100640960.0,EQUITY
CJ1.F,Norway,,Norwegian Energy Company ASA,FRA - Frankfurt,EUR,Energy,Oil & Gas E&P,202049216.0,EQUITY
CJ6.F,Canada,SK,Cameco Corporation,FRA - Frankfurt,EUR,Basic Materials,Industrial Metals & Minerals,3504975616.0,EQUITY
CKG.V,Canada,BC,Chesapeake Gold Corp.,VAN - TSXV,CAD,Basic Materials,Gold,75329896.0,EQUITY
CKN.L,United Kingdom,,Clarkson PLC,LSE - LSE,GBp,Industrials,Shipping & Ports,737065472.0,EQUITY
CL,United States,NY,Colgate-Palmolive Company,NYQ - NYSE,USD,Consumer Defensive,Household & Personal Products,63521521664.0,EQUITY
CLARX,,,Voya Real Estate Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
CLI.MI,Italy,TO,Centrale del Latte d'Italia S.p.A.,MIL - Milan,EUR,Consumer Defensive,Packaged Foods,36960000.0,EQUITY
CLIG.L,United Kingdom,,City of London Investment Group PLC,LSE - LSE,GBp,Financial Services,Asset Management,106650992.0,EQUITY
CLN.SW,Switzerland,,Clariant AG,EBS - Swiss,CHF,Basic Materials,Specialty Chemicals,6143754240.0,EQUITY
CLNINDIA.BO,India,,Clariant Chemicals (India) Limited,BSE - BSE,INR,Basic Materials,Specialty Chemicals,7013405184.0,EQUITY
CLNINDIA.NS,India,,Clariant Chemicals (India) Limited,NSI - NSE,INR,Basic Materials,Specialty Chemicals,7051759616.0,EQUITY
CLR,United States,OK,"Continental Resources, Inc.",NYQ - NYSE,USD,Energy,Oil & Gas E&P,14521206784.0,EQUITY
CLRN.DE,Switzerland,,Clariant AG,GER - XETRA,EUR,Basic Materials,Specialty Chemicals,5567919104.0,EQUITY
CLRN.F,Switzerland,,Clariant AG,FRA - Frankfurt,EUR,Basic Materials,Specialty Chemicals,5488071680.0,EQUITY
CLS1.HM,Germany,,McKesson Europe AG,HAM - Hamburg,EUR,Healthcare,Medical Distribution,5446322176.0,EQUITY
CLV.F,China,,"Ctrip.com International, Ltd.",FRA - Frankfurt,EUR,Consumer Cyclical,Leisure,16334809088.0,EQUITY
CLX,United States,CA,The Clorox Company,NYQ - NYSE,USD,Consumer Defensive,Household & Personal Products,19949649920.0,EQUITY
CLZ.F,Australia,NSW,Caltex Australia Limited,FRA - Frankfurt,EUR,Energy,Oil & Gas Refining & Marketing,4118286080.0,EQUITY
