Date,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,VIX_value,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log,VIX
1999-01-26,1.39,-0.6,-1.13,0.42,-0.72,29.23,0.019,1.380428098,-0.601807233,-1.136433008,0.419120462,-0.722604509,-0.062976405
1999-01-27,-0.74,-0.15,-0.57,-0.34,0.22,29.73,0.019,-0.742751583,-0.150112613,-0.5716307,-0.340579313,0.219758354,0.016961058
1999-01-28,1.63,-1.25,-0.68,-0.13,-0.79,28.11,0.019,1.616858116,-1.257878221,-0.682322535,-0.130084573,-0.793137033,-0.056031252
1999-01-29,0.95,0.1,-0.61,0.43,-0.61,26.25,0.019,0.945515877,0.099950033,-0.611868101,0.429078142,-0.611868101,-0.068459396
1999-02-01,-0.39,-0.02,-0.27,-0.31,-0.4,27.67,0.019,-0.390762483,-0.020002,-0.270365157,-0.310481495,-0.40080214,0.052682805
1999-02-02,-0.89,-0.16,-0.18,0.07,0.74,28.16,0.019,-0.893984157,-0.160128137,-0.180162195,0.069975511,0.737275433,0.017553737
1999-02-03,0.9,-0.34,-0.72,-0.57,-0.31,27.88,0.019,0.895974137,-0.340579313,-0.722604509,-0.5716307,-0.310481495,-0.009992945
1999-02-04,-1.92,0.62,1.06,-0.19,1.72,29.48,0.019,-1.93867138,0.618085908,1.054421388,-0.190180729,1.705375457,0.055802481
1999-02-05,-0.92,-0.43,0.79,-0.12,0.68,29.67,0.019,-0.924258137,-0.430927159,0.786895838,-0.120072058,0.677698428,0.006424367
1999-02-08,0.23,-0.6,0.13,0.39,-0.37,30.27,0.019,0.229735905,-0.601807233,0.129915573,0.389241472,-0.370686193,0.020020689
1999-02-09,-2.25,0.42,1.4,0.68,1.26,31.36,0.019,-2.275698712,0.419120462,1.390290517,0.677698428,1.252128055,0.035376072
1999-02-10,0.27,-1.32,-0.45,0.74,0.08,30.45,0.019,0.269636155,-1.328789433,-0.451015548,0.737275433,0.079968017,-0.029447201
1999-02-11,2.49,-0.9,-1.6,-1.04,-1.66,27.42,0.019,2.459504686,-0.904074465,-1.612938193,-1.04544579,-1.6739324,-0.10481332
1999-02-12,-1.9,0.23,0.51,-0.12,1.32,29.76,0.019,-1.918281942,0.229735905,0.508703905,-0.120072058,1.311363915,0.081892536
1999-02-16,0.65,-1.26,-0.16,-0.16,0.13,29.65,0.019,0.64789661,-1.268005316,-0.160128137,-0.160128137,0.129915573,-0.003703085
1999-02-17,-1.45,-0.4,1.11,0.38,1.05,30.65,0.019,-1.460615239,-0.40080214,1.103884712,0.379279824,1.044525786,0.033170537
1999-02-18,0.92,-0.97,0.68,-0.24,0.56,30.45,0.019,0.915793778,-0.974735145,0.677698428,-0.240288462,0.558437829,-0.006546668
1999-02-19,0.25,0.07,-0.5,-0.32,-0.41,29.3,0.019,0.24968802,0.069975511,-0.501254182,-0.320513095,-0.410842804,-0.038498478
1999-02-22,2.41,-1.35,-0.56,0.08,-0.71,25.87,0.019,2.38141781,-1.359195352,-0.561573879,0.079968017,-0.712532494,-0.12450352
1999-02-23,0.09,0.19,-0.57,-0.54,-0.84,26.49,0.019,0.089959524,0.189819728,-0.5716307,-0.54146327,-0.843547882,0.023683307
1999-02-24,-1.31,0.48,0.22,0.02,0.35,27.21,0.019,-1.31865618,0.478851673,0.219758354,0.019998,0.349388925,0.02681725
1999-02-25,-0.69,0.1,0.05,-0.03,0.37,28.01,0.019,-0.692391507,0.099950033,0.049987504,-0.030004501,0.369317184,0.028977036
1999-02-26,-0.49,0.17,0.46,-0.4,0.6,27.88,0.019,-0.491204436,0.169855664,0.458945233,-0.40080214,0.598207168,-0.004652003
1999-03-01,-0.01,0.24,0.08,-0.32,-0.32,28.37,0.018,-0.0100005,0.23971246,0.079968017,-0.320513095,-0.320513095,0.017422663
1999-03-02,-0.69,0.32,0.48,-0.49,0.68,29.22,0.018,-0.692391507,0.31948909,0.478851673,-0.491204436,0.677698428,0.029521158
1999-03-03,0.01,-0.72,0.11,0.27,0.19,29.04,0.018,0.0099995,-0.722604509,0.109939544,0.269636155,0.189819728,-0.006179216
1999-03-04,1.34,-1.01,-0.31,0.19,0.12,26.67,0.018,1.331101406,-1.015135106,-0.310481495,0.189819728,0.119928058,-0.085134852
1999-03-05,2.04,-1.27,-0.47,0.4,-0.24,24.08,0.018,2.019470729,-1.278133436,-0.471107973,0.399202127,-0.240288462,-0.102157718
1999-03-08,0.66,-0.39,-0.94,-0.65,-0.92,24.54,0.018,0.657831536,-0.390762483,-0.944445883,-0.652121699,-0.924258137,0.018922819
1999-03-09,-0.23,0.08,-0.24,-0.11,-0.32,25.02,0.018,-0.230264906,0.079968017,-0.240288462,-0.110060544,-0.320513095,0.019371066
1999-03-10,0.52,0.02,-0.31,-0.6,0.09,24.79,0.018,0.518652669,0.019998,-0.310481495,-0.601807233,0.089959524,-0.009235159
1999-03-11,0.73,-0.76,0.03,-0.04,0.12,24.37,0.018,0.727348397,-0.762902716,0.029995501,-0.040008002,0.119928058,-0.017087478
1999-03-12,-0.32,-0.29,0.72,-0.11,0.51,24.84,0.018,-0.320513095,-0.290421315,0.717420375,-0.110060544,0.508703905,0.019102389
1999-03-15,0.94,-0.57,-0.32,-0.53,-0.47,25.24,0.018,0.935609492,-0.5716307,-0.320513095,-0.531409482,-0.471107973,0.015974781
1999-03-16,-0.15,-0.27,-0.3,0.21,-0.29,25.15,0.018,-0.150112613,-0.270365157,-0.300450902,0.209779808,-0.290421315,-0.003572141
1999-03-17,-0.55,0.18,0.37,-0.87,-0.02,25.57,0.018,-0.551518069,0.179838194,0.369317184,-0.873806594,-0.020002,0.016561893
1999-03-18,1.27,-1.16,-0.2,-0.1,-0.4,24.13,0.018,1.262003136,-1.166780487,-0.200200267,-0.100050033,-0.40080214,-0.05796391
1999-03-19,-1.32,0.45,0.81,-0.3,0.38,24.32,0.018,-1.328789433,0.448990527,0.806737108,-0.300450902,0.379279824,0.007843177
1999-03-22,-0.33,-0.43,0.33,-0.69,0.93,25,0.018,-0.330545701,-0.430927159,0.329456695,-0.692391507,0.925702126,0.027576768
1999-03-23,-2.64,0.62,0.88,0.73,0.97,27.27,0.018,-2.675473731,0.618085908,0.876150567,0.727348397,0.965325703,0.086911372
1999-03-24,0.51,-0.55,-0.26,0.23,-0.62,26.6,0.018,0.508703905,-0.551518069,-0.260338587,0.229735905,-0.621929981,-0.024875981
1999-03-25,1.78,0.18,-1.01,-0.66,-0.79,24.33,0.018,1.764343517,0.179838194,-1.015135106,-0.662187631,-0.793137033,-0.089201059
1999-03-26,-0.5,0.82,-0.33,-0.24,-0.07,24.04,0.018,-0.501254182,0.816656267,-0.330545701,-0.240288462,-0.070024511,-0.011991047
1999-03-29,1.98,-0.55,-1.75,0.19,-0.67,23.54,0.018,1.960652964,-0.551518069,-1.765493524,0.189819728,-0.672254576,-0.021018008
1999-03-30,-0.63,0.44,-0.24,-0.14,0.05,22.73,0.018,-0.631992874,0.43903483,-0.240288462,-0.140098092,0.049987504,-0.035015464
1999-03-31,-0.86,0.28,0.22,-0.48,-0.32,23.26,0.018,-0.86371934,0.27960873,0.219758354,-0.4811557,-0.320513095,0.023049509
1999-04-01,0.54,-0.29,-0.02,-0.51,-0.24,22.06,0.018,0.538547228,-0.290421315,-0.020002,-0.511304939,-0.240288462,-0.052969133
1999-04-05,1.87,-1.23,-0.56,-0.97,-0.58,22.19,0.018,1.852730461,-1.237627107,-0.561573879,-0.974735145,-0.581688532,0.005875723
1999-04-06,-0.26,-0.05,0.13,-0.23,-0.2,22.65,0.018,-0.260338587,-0.050012504,0.129915573,-0.230264906,-0.200200267,0.020518115
1999-04-07,0.42,-0.67,-0.22,0.74,-0.32,22.81,0.018,0.419120462,-0.672254576,-0.220242356,0.737275433,-0.320513095,0.007039184
1999-04-08,1.27,-0.51,-0.77,0.01,-0.35,22.59,0.018,1.262003136,-0.511304939,-0.772979806,0.0099995,-0.350613933,-0.009691706
1999-04-09,0.43,1.2,-0.48,-0.34,-0.28,21.77,0.018,0.429078142,1.192857087,-0.4811557,-0.340579313,-0.280392733,-0.036974455
1999-04-12,0.87,0.52,-0.19,-0.89,0.66,21.93,0.018,0.866237308,0.518652669,-0.190180729,-0.893984157,0.657831536,0.007322687
1999-04-13,-0.34,2.02,-0.18,-0.92,-0.03,22.73,0.018,-0.340579313,1.999868651,-0.180162195,-0.924258137,-0.030004501,0.035830075
1999-04-14,-1.43,1.11,1.98,0.78,1.13,24.94,0.018,-1.440323031,1.103884712,1.960652964,0.776973726,1.123663193,0.092787302
1999-04-15,-0.39,0.02,0.85,0.74,0.15,23.93,0.018,-0.390762483,0.019998,0.846407841,0.737275433,0.149887612,-0.041340038
1999-04-16,-0.23,1.12,1.04,-0.06,0.67,23.9,0.018,-0.230264906,1.113774441,1.034629205,-0.060018007,0.667765475,-0.001254443
1999-04-19,-2.48,-0.24,3.77,2.28,2.31,26.42,0.018,-2.511270082,-0.240288462,3.700672563,2.254396443,2.28372339,0.10024284
1999-04-20,1.38,-0.45,-1.97,-1.01,-1.46,25.02,0.018,1.370564706,-0.451015548,-1.989663171,-1.015135106,-1.470762887,-0.054445794
1999-04-21,2.53,0.06,-1.93,-1.18,-0.92,23.31,0.018,2.498525269,0.059982007,-1.948867658,-1.187017257,-0.924258137,-0.070793052
1999-04-22,1.35,-0.85,-0.89,-0.49,-0.62,22.62,0.018,1.340968691,-0.853633102,-0.893984157,-0.491204436,-0.621929981,-0.030047982
1999-04-23,0.11,0.58,0.16,-0.37,-0.67,22.76,0.018,0.109939544,0.578324476,0.159872136,-0.370686193,-0.672254576,0.006170139
1999-04-26,0.44,0.57,-1.23,-1.05,-0.35,23.53,0.018,0.43903483,0.568381647,-1.237627107,-1.055551394,-0.350613933,0.033271593
1999-04-27,0.09,0.12,0.59,0.73,0.58,23.36,0.018,0.089959524,0.119928058,0.588266316,0.727348397,0.578324476,-0.007251045
1999-04-28,-0.88,0.28,1.59,0.74,0.96,24.4,0.018,-0.883894867,0.27960873,1.577491912,0.737275433,0.95542128,0.043557974
1999-04-29,-0.45,0.57,0.86,0.07,0.43,25.06,0.018,-0.451015548,0.568381647,0.856323066,0.069975511,0.429078142,0.026689817
1999-04-30,-0.47,0.49,-0.4,-0.5,-0.15,25.07,0.018,-0.471107973,0.488803407,-0.40080214,-0.501254182,-0.150112613,0.000398963
1999-05-03,1.1,-1.02,0.58,0.85,0.69,24.15,0.017,1.093994004,-1.025237646,0.578324476,0.846407841,0.687630394,-0.037387532
1999-05-04,-1.49,0.96,0.44,0.58,1.23,25.62,0.017,-1.501212012,0.95542128,0.43903483,0.578324476,1.222496962,0.059088916
1999-05-05,1.03,-0.94,-0.16,-0.58,-0.48,25.19,0.017,1.024731645,-0.944445883,-0.160128137,-0.581688532,-0.4811557,-0.016926206
1999-05-06,-1.15,1.07,1.01,0.54,1.15,27.44,0.017,-1.156663637,1.06431601,1.004933585,0.538547228,1.143437763,0.085554712
1999-05-07,0.89,-0.43,-0.11,-0.1,-0.5,25.36,0.017,0.886062843,-0.430927159,-0.110060544,-0.100050033,-0.501254182,-0.078828673
1999-05-10,-0.03,1.16,0.15,-0.89,-0.25,26.62,0.017,-0.030004501,1.153323581,0.149887612,-0.893984157,-0.250313022,0.048489683
1999-05-11,1.19,-0.24,-0.88,-0.53,-0.24,25.62,0.017,1.182975175,-0.240288462,-0.883894867,-0.531409482,-0.240288462,-0.038289516
1999-05-12,0.65,0.05,-0.52,0.05,-0.7,26.13,0.017,0.64789661,0.049987504,-0.521356705,0.049987504,-0.702461494,0.019710783
1999-05-13,0.23,0.25,0.13,0.66,0.84,25.02,0.017,0.229735905,0.24968802,0.129915573,0.657831536,0.836491633,-0.043408574
1999-05-14,-2.14,0.81,0.52,-0.15,0.79,26.86,0.017,-2.163230013,0.806737108,0.518652669,-0.150112613,0.786895838,0.070962686
1999-05-17,0.15,-0.42,-0.74,-0.25,-0.37,27.28,0.017,0.149887612,-0.420884477,-0.742751583,-0.250313022,-0.370686193,0.015515642
1999-05-18,-0.4,0.54,0.41,-0.07,-0.25,27.26,0.017,-0.40080214,0.538547228,0.40916179,-0.070024511,-0.250313022,-0.000733407
1999-05-19,0.82,-0.11,-0.2,-0.32,-0.11,25.08,0.017,0.816656267,-0.110060544,-0.200200267,-0.320513095,-0.110060544,-0.083349711
1999-05-20,-0.36,1.1,0.41,0.41,0.72,24.46,0.017,-0.360649559,1.093994004,0.40916179,0.40916179,0.717420375,-0.025031586
1999-05-21,-0.57,0.94,0.7,0.25,0.52,24.4,0.017,-0.5716307,0.935609492,0.697561374,0.24968802,0.518652669,-0.002455998
1999-05-24,-1.93,0.21,1.03,0.58,0.55,27.62,0.017,-1.948867658,0.209779808,1.024731645,0.578324476,0.548493023,0.123957016
1999-05-25,-1.81,0.1,1.05,0.4,1.02,28.9,0.017,-1.826580881,0.099950033,1.044525786,0.399202127,1.014833105,0.045301447
1999-05-26,1.41,-1.42,-0.66,-0.07,-0.56,27.57,0.017,1.400151964,-1.430178471,-0.662187631,-0.070024511,-0.561573879,-0.04711337
1999-05-27,-1.43,1.17,-0.03,0.18,-0.13,28.12,0.017,-1.440323031,1.163208423,-0.030004501,0.179838194,-0.130084573,0.019752842
1999-05-28,1.53,-0.17,-0.66,-0.47,-0.62,25.39,0.017,1.518413533,-0.170144664,-0.662187631,-0.471107973,-0.621929981,-0.102125671
1999-06-01,-0.8,0.57,0.82,0.65,1.01,26.62,0.018,-0.80321717,0.568381647,0.816656267,0.64789661,1.004933585,0.047307417
1999-06-02,0.13,-0.47,-0.43,-0.11,-0.09,26.21,0.018,0.129915573,-0.471107973,-0.430927159,-0.110060544,-0.090040524,-0.015521796
1999-06-03,0.12,-0.19,0.33,0.27,0.27,26.2,0.018,0.119928058,-0.190180729,0.329456695,0.269636155,0.269636155,-0.000381607
1999-06-04,2.03,-0.71,-1.62,-0.42,-0.55,23.43,0.018,2.00967017,-0.712532494,-1.633265462,-0.420884477,-0.551518069,-0.111742158
1999-06-07,0.71,0.22,-0.06,-0.63,-0.6,23.78,0.018,0.707491367,0.219758354,-0.060018007,-0.631992874,-0.601807233,0.014827639
1999-06-08,-1.23,0.75,0.42,0.14,0.1,24.02,0.018,-1.237627107,0.747201484,0.419120462,0.139902091,0.099950033,0.010041925
1999-06-09,0.16,0.47,-0.62,-0.32,-0.65,23.9,0.018,0.159872136,0.468898949,-0.621929981,-0.320513095,-0.652121699,-0.005008358
1999-06-10,-1.2,0.64,0.58,0.06,0.23,25.32,0.018,-1.207258123,0.637960696,0.578324476,0.059982007,0.229735905,0.057716138
1999-06-11,-0.8,0.11,0.33,0.57,0.22,25.9,0.018,-0.80321717,0.109939544,0.329456695,0.568381647,0.219758354,0.022648371
1999-06-14,-0.49,-1.04,1.02,1.22,1.12,26.51,0.018,-0.491204436,-1.04544579,1.014833105,1.21261798,1.113774441,0.023279052
1999-06-15,0.52,-0.46,-0.02,-0.03,-0.14,25.91,0.018,0.518652669,-0.461061256,-0.020002,-0.030004501,-0.140098092,-0.022893026
1999-06-16,2.26,-0.86,-1.05,-0.85,-1.53,22.4,0.018,2.234840366,-0.86371934,-1.055551394,-0.853633102,-1.541825273,-0.145568036
1999-06-17,0.72,-0.12,-0.74,-0.28,-0.4,21.95,0.018,0.717420375,-0.120072058,-0.742751583,-0.280392733,-0.40080214,-0.020293819
1999-06-18,0.22,0.35,-0.13,-0.38,-0.15,21.75,0.018,0.219758354,0.349388925,-0.130084573,-0.380723834,-0.150112613,-0.009153382
1999-06-21,0.63,0.6,-0.72,-0.15,-1.29,21.81,0.018,0.628023796,0.598207168,-0.722604509,-0.150112613,-1.298392756,0.002754823
1999-06-22,-0.93,0.72,0.3,0.59,0.64,21.7,0.018,-0.9343515,0.717420375,0.299550898,0.588266316,0.637960696,-0.00505632
1999-06-23,-0.14,0.12,-0.22,-0.23,-0.05,21.32,0.018,-0.140098092,0.119928058,-0.220242356,-0.230264906,-0.050012504,-0.017666661
1999-06-24,-1.31,0.74,0.59,0.16,0.51,23.06,0.018,-1.31865618,0.737275433,0.588266316,0.159872136,0.508703905,0.078453916
1999-06-25,-0.06,0.19,-0.06,0.3,0.11,21.76,0.018,-0.060018007,0.189819728,-0.060018007,0.299550898,0.109939544,-0.058026093
1999-06-28,1.23,0.05,-0.24,-0.29,-0.73,22.63,0.018,1.222496962,0.049987504,-0.240288462,-0.290421315,-0.732677539,0.039203038
1999-06-29,1.49,-0.26,-0.92,0.26,-0.39,22.51,0.018,1.479008547,-0.260338587,-0.924258137,0.259662585,-0.390762483,-0.005316805
1999-06-30,1.6,0.82,-1.48,0.47,-1.02,21.09,0.018,1.587334916,0.816656267,-1.491061274,0.468898949,-1.025237646,-0.06516066
1999-07-01,0.55,-0.9,-0.2,-0.24,0.51,19.69,0.018,0.548493023,-0.904074465,-0.200200267,-0.240288462,0.508703905,-0.068688102
1999-07-02,0.73,-0.05,-0.48,-0.07,-0.25,18.66,0.018,0.727348397,-0.050012504,-0.4811557,-0.070024511,-0.250313022,-0.053728697
1999-07-06,-0.08,0.22,0.14,-0.51,-0.18,20.73,0.018,-0.080032017,0.219758354,0.139902091,-0.511304939,-0.180162195,0.105199731
1999-07-07,0.22,-0.68,-0.19,0.41,0.53,20.35,0.018,0.219758354,-0.682322535,-0.190180729,0.40916179,0.528600443,-0.018501015
1999-07-08,0.03,0.43,-0.54,-0.81,-0.22,20.24,0.018,0.029995501,0.429078142,-0.54146327,-0.813298323,-0.220242356,-0.005420067
1999-07-09,0.54,0.4,-0.43,-0.01,-0.27,17.96,0.018,0.538547228,0.399202127,-0.430927159,-0.0100005,-0.270365157,-0.119513782
1999-07-12,-0.24,0.66,0.19,0.24,0.27,19.73,0.018,-0.240288462,0.657831536,0.189819728,0.23971246,0.269636155,0.093993257
1999-07-13,-0.39,0.25,-0.02,-0.09,0.12,19.95,0.018,-0.390762483,0.24968802,-0.020002,-0.090040524,0.119928058,0.011088823
1999-07-14,0.46,0.33,-0.65,-0.33,-0.18,19.71,0.018,0.458945233,0.329456695,-0.652121699,-0.330545701,-0.180162195,-0.012103022
1999-07-15,0.83,0.24,-0.64,0.66,-0.37,18.68,0.018,0.826574442,0.23971246,-0.64205678,0.657831536,-0.370686193,-0.053672688
1999-07-16,0.48,-0.44,-0.07,0.61,-0.3,17.42,0.018,0.478851673,-0.440970849,-0.070024511,0.608147032,-0.300450902,-0.069834461
1999-07-19,-0.82,0.23,0.62,0.15,0.47,19.07,0.018,-0.823380493,0.229735905,0.618085908,0.149887612,0.468898949,0.090497448
1999-07-20,-2.22,0.41,1.08,-0.02,0.85,21.79,0.018,-2.245012884,0.40916179,1.074209653,-0.020002,0.846407841,0.133334729
1999-07-21,0.27,-0.05,-0.55,-0.25,0.13,21.46,0.018,0.269636155,-0.050012504,-0.551518069,-0.250313022,0.129915573,-0.015260412
1999-07-22,-1.33,0.47,0.94,0.5,0.72,23.05,0.018,-1.338923712,0.468898949,0.935609492,0.498754151,0.717420375,0.071475032
1999-07-23,-0.32,-0.32,0.02,-0.17,0.01,23.32,0.018,-0.320513095,-0.320513095,0.019998,-0.170144664,0.0099995,0.011645592
1999-07-26,-1.02,-0.34,0.81,0.73,0.7,24.98,0.018,-1.025237646,-0.340579313,0.806737108,0.727348397,0.697561374,0.068764143
1999-07-27,1.12,-0.51,-0.74,0.17,-0.25,23.23,0.018,1.113774441,-0.511304939,-0.742751583,0.169855664,-0.250313022,-0.072630958
1999-07-28,0.15,0.03,-0.44,-0.32,-0.07,22.85,0.018,0.149887612,0.029995501,-0.440970849,-0.320513095,-0.070024511,-0.016493429
1999-07-29,-1.75,0.8,0.48,0.12,0.77,24.52,0.018,-1.765493524,0.796816965,0.478851673,0.119928058,0.76705063,0.070537994
1999-07-30,-0.72,1.44,-0.19,-0.27,0.11,24.64,0.018,-0.722604509,1.42973047,-0.190180729,-0.270365157,0.109939544,0.004882028
1999-08-02,-0.27,-0.31,0.52,0.39,0.54,25.59,0.018,-0.270365157,-0.310481495,0.518652669,0.389241472,0.538547228,0.037830512
1999-08-03,-0.79,-0.73,0.5,0.56,0.82,26.27,0.018,-0.793137033,-0.732677539,0.498754151,0.558437829,0.816656267,0.026225954
1999-08-04,-1.45,-0.28,1.25,0.23,0.66,27.4,0.018,-1.460615239,-0.280392733,1.242252,0.229735905,0.657831536,0.04211541
1999-08-05,0.63,-0.97,-0.45,-0.56,-0.07,27.01,0.018,0.628023796,-0.974735145,-0.451015548,-0.561573879,-0.070024511,-0.014335846
1999-08-06,-1,0.84,0.14,-0.03,0.33,26.6,0.018,-1.005033585,0.836491633,0.139902091,-0.030004501,0.329456695,-0.015295952
1999-08-09,-0.41,-0.15,0.85,0.55,0.38,27.66,0.018,-0.410842804,-0.150112613,0.846407841,0.548493023,0.379279824,0.03907611
1999-08-10,-1.16,0.3,0.05,-0.13,0,28.45,0.018,-1.166780487,0.299550898,0.049987504,-0.130084573,0,0.028160834
1999-08-11,1.63,-0.64,-0.23,-0.34,-0.71,25.39,0.018,1.616858116,-0.64205678,-0.230264906,-0.340579313,-0.712532494,-0.113792765
1999-08-12,-0.14,0.36,0.11,-0.24,0.26,25.03,0.018,-0.140098092,0.359353551,0.109939544,-0.240288462,0.259662585,-0.01428029
1999-08-13,2.21,-1.14,-0.97,0.12,-1.13,22.31,0.018,2.185933435,-1.146547811,-0.974735145,0.119928058,-1.136433008,-0.115040097
1999-08-16,0.26,-0.17,-0.53,-0.07,0.09,23.07,0.018,0.259662585,-0.170144664,-0.531409482,-0.070024511,0.089959524,0.033498064
1999-08-17,0.97,-0.62,-0.29,-0.21,-0.31,21.67,0.018,0.965325703,-0.621929981,-0.290421315,-0.210220809,-0.310481495,-0.062604257
1999-08-18,-0.75,0.35,-0.21,-0.19,-0.03,23.3,0.018,-0.752826642,0.349388925,-0.210220809,-0.190180729,-0.030004501,0.072524545
1999-08-19,-0.78,0.79,0.68,-0.09,0.76,24.39,0.018,-0.783057912,0.786895838,0.677698428,-0.090040524,0.75712655,0.045719852
1999-08-20,0.89,-0.47,-0.44,-0.12,0,22.95,0.018,0.886062843,-0.471107973,-0.440970849,-0.120072058,0,-0.060855276
1999-08-23,1.76,-1.13,-0.88,0.15,-0.78,22.55,0.018,1.74469136,-1.136433008,-0.883894867,0.149887612,-0.783057912,-0.017582871
1999-08-24,0.18,-0.15,-0.37,-0.01,-0.7,22.4,0.018,0.179838194,-0.150112613,-0.370686193,-0.0100005,-0.702461494,-0.006674107
1999-08-25,1.21,-0.71,-1.49,0.07,-0.18,20.96,0.018,1.202738021,-0.712532494,-1.501212012,0.069975511,-0.180162195,-0.066445099
1999-08-26,-1.18,0.99,0.27,-0.13,0.23,21.21,0.018,-1.187017257,0.985131605,0.269636155,-0.130084573,0.229735905,0.011856909
1999-08-27,-0.99,0.58,0.39,-0.18,0.04,21.83,0.018,-0.994933085,0.578324476,0.389241472,-0.180162195,0.039992002,0.028812402
1999-08-30,-1.78,0.97,-0.08,0.4,0.44,24.63,0.018,-1.796032538,0.965325703,-0.080032017,0.399202127,0.43903483,0.120680042
1999-08-31,-0.17,0.2,-0.13,-0.69,-0.35,24.45,0.018,-0.170144664,0.199800266,-0.130084573,-0.692391507,-0.350613933,-0.007334996
1999-09-01,0.76,-0.15,-0.12,0.2,0.29,22.93,0.018,0.75712655,-0.150112613,-0.120072058,0.199800266,0.289580311,-0.064184119
1999-09-02,-0.86,0.33,0.11,0.14,0.18,24.53,0.018,-0.86371934,0.329456695,0.109939544,0.139902091,0.179838194,0.067450761
1999-09-03,2.84,-1.29,-1.24,-0.23,-0.53,20.98,0.018,2.800419641,-1.298392756,-1.247752151,-0.230264906,-0.531409482,-0.156327255
1999-09-07,-0.34,0.93,-0.05,-0.47,0.13,23.44,0.018,-0.340579313,0.925702126,-0.050012504,-0.471107973,0.129915573,0.110874362
1999-09-08,-0.55,0.22,0.31,-0.19,0.57,23.82,0.018,-0.551518069,0.219758354,0.309520491,-0.190180729,0.568381647,0.016081599
1999-09-09,0.31,0.04,0.05,-0.72,-0.26,23.01,0.018,0.309520491,0.039992002,0.049987504,-0.722604509,-0.260338587,-0.03459666
1999-09-10,0.44,0.42,-0.48,-0.57,-0.8,22.03,0.018,0.43903483,0.419120462,-0.4811557,-0.5716307,-0.80321717,-0.043523743
1999-09-13,-0.64,0.33,0.32,0.34,0.19,22.89,0.018,-0.64205678,0.329456695,0.31948909,0.339423307,0.189819728,0.038294973
1999-09-14,-0.52,0.12,-0.26,-0.27,-0.13,23.77,0.018,-0.521356705,0.119928058,-0.260338587,-0.270365157,-0.130084573,0.037724147
1999-09-15,-1.28,0.94,0.8,0.27,-0.08,24.56,0.018,-1.288262583,0.935609492,0.796816965,0.269636155,-0.080032017,0.032694822
1999-09-16,-0.2,-1.04,0.04,0.18,0.29,25.25,0.018,-0.200200267,-1.04544579,0.039992002,0.179838194,0.289580311,0.027707052
1999-09-17,1.22,-0.39,-0.81,-0.11,-0.48,23.3,0.018,1.21261798,-0.390762483,-0.813298323,-0.110060544,-0.4811557,-0.080372795
1999-09-20,0,-0.08,-0.61,0.27,-0.52,24.03,0.018,0,-0.080032017,-0.611868101,0.269636155,-0.521356705,0.030849689
